Transparency Q2 - 01.07.11 to 30.09.11 as at 28.10.11,,,,,
Name,Payment category,Amount,Department,Document no.,Post code
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528531,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528532,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528533,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528534,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528536,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528538,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528539,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528540,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528541,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528543,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528544,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528545,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500529467,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500529469,TN34
HMCS,Children's Integrated Services Central,£700,Children's Services,4500530683,TN34
HMCS,Children's Integrated Services Central,£700,Children's Services,4500531291,TN34
HMCS,Children's Integrated Services Central,£700,Children's Services,4500531293,TN34
HMCS,Children's Integrated Services Central,£700,Children's Services,4500531295,TN34
HMCS,Children's Integrated Services Central,£700,Children's Services,4500531296,TN34
HMCS,Children's Integrated Services Central,"£1,900",Children's Services,4500531297,TN34
HMCS,Children's Integrated Services Central,"£1,900",Children's Services,4500531299,TN34
HMCS,Children's Integrated Services Central,"£1,900",Children's Services,4500531302,TN34
HMCS,Children's Integrated Services Central,"£1,900",Children's Services,4500531303,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500531305,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500531307,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500531308,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500531310,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500531311,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500531312,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500531314,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500531315,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500533226,TN34
JARDINE LLOYD THOMPSON,Insurance,"£12,000",Corporate Resources,4500529275,EC3N
PVSL,Core Services,"£24,491",Children's Services,4500522476,HP11
S & S TAXIS,Education HTS Transport,£952,"Economy, Transport & Environment",7000777448,TN40
S & S TAXIS,Education HTS Transport,£896,"Economy, Transport & Environment",7000782606,TN40
FEDERATION OF DRUG,SMS - Specialist Services,£665,Children's Services,4500530614,NG24
BYTES SOFTWARE SERVICES LTD,Projects,"£1,417",Corporate Resources,4500533184,KT17
THE HOUSING AND SUPPORT PARTNERSHIP,Strategy & Commissioning,"£6,816",Adult Social Care,4500527391,OX29
GTA CIVILS LTD,Projects,£750,Corporate Resources,4500522988,RH15
GTA CIVILS LTD,Projects,"£2,250",Corporate Resources,4500528707,RH15
GTA CIVILS LTD,Projects,"£3,704",Corporate Resources,4500536720,RH15
FLIGHTS HALLMARK LTD,Passenger Services,£569,"Economy, Transport & Environment",3000270762,B7 5
FLIGHTS HALLMARK LTD,Passenger Services,"£1,078","Economy, Transport & Environment",3000275114,B7 5
FRANKIE MCLEAN,Children's Integrated Services Central,"£2,631",Children's Services,4500530415,BN1 
FRANKIE MCLEAN,Children's Integrated Services Central,"£8,159",Children's Services,4500530416,BN1 
FRANKIE MCLEAN,Children's Integrated Services Central,£840,Children's Services,4500530417,BN1 
FRANKIE MCLEAN,Children's Integrated Services Central,£813,Children's Services,4500531034,BN1 
FRANKIE MCLEAN,Children's Integrated Services Central,£658,Children's Services,4500531834,BN1 
FRANKIE MCLEAN,Children's Integrated Services Central,"£2,040",Children's Services,4500531872,BN1 
FRANKIE MCLEAN,Children's Integrated Services Central,£774,Children's Services,4500535214,BN1 
FRANKIE MCLEAN,Children's Integrated Services Central,"£2,123",Children's Services,4500537065,BN1 
FRANKIE MCLEAN,Children's Integrated Services Central,"£2,548",Children's Services,4500537279,BN1 
HILLCREST COMMUNITY CENTRE,Libraries,£581,Governance & Community Services,4500523729,BN9 
HILLCREST COMMUNITY CENTRE,Libraries,£581,Governance & Community Services,4500536784,BN9 
HILLCREST COMMUNITY CENTRE,Libraries,£581,Governance & Community Services,4500536788,BN9 
HILLCREST COMMUNITY CENTRE,Libraries,£581,Governance & Community Services,4500538472,BN9 
QA LTD,Strategic Costs GSSG,£854,Children's Services,4500532579,SL1 
AECOM LIMITED,Planning,"£2,784","Economy, Transport & Environment",4500530984,AL1 
CHRIS BUTLER ARCHAEOLOGICAL SERVICE,Projects,£960,Corporate Resources,4500531292,BN26
CHRIS BUTLER ARCHAEOLOGICAL SERVICE,Projects,"£2,724",Corporate Resources,4500532348,BN26
FORKLIFT AGENCY LTD,Rights of Way/ Countryside Management,£738,"Economy, Transport & Environment",4500531586,NG10
THOMSON SNELL & PASSMORE,Projects,£650,Corporate Resources,4500528095,TN1 
THOMSON SNELL & PASSMORE,Projects,"£1,119",Corporate Resources,4500528097,TN1 
GATES AND BRADSHAW (UK) LTD,West FST Teams,£650,Children's Services,4500531638,BN22
EASTBOURNE HOMES LTD,YDS West Eastb'rne Ext Funded,£880,Children's Services,4500528268,BN21
SHAW TRUST,Grants,"£12,960",Children's Services,4500527471,BA14
MARTEN WALSH CHERER LTD,Children's Integrated Services Central,"£1,418",Children's Services,4500523626,WC2A
LAMBERHURST ENGINEERING LTD,Rights of Way/ Countryside Management,"£1,251","Economy, Transport & Environment",4500538212,TN3 
RUMBLES WORLD LTD,East FST Teams,£500,Children's Services,4500534383,TN37
RUMBLES WORLD LTD,East FST Teams,£500,Children's Services,4500535409,TN37
RUMBLES WORLD LTD,East FST Teams,£500,Children's Services,4500540082,TN37
KELTA HR,Personnel & Training,"£4,637",Governance & Community Services,4500536134,BN6 
CHERRYWOOD EVENTS LTD,Road Safety,"£7,800","Economy, Transport & Environment",4500529963,BN1 
CHERRYWOOD EVENTS LTD,Road Safety,"£3,900","Economy, Transport & Environment",4500533988,BN1 
SERVO,ICT Unit,"£15,099",Corporate Resources,4500535905,DE4 
PR SIGNALS LTD,Street Lighting & Traffic Signals,"£1,056","Economy, Transport & Environment",4500536015,WR9 
PRESTIGE AIR-TECHNOLOGY LTD,Waste Disposal,£579,"Economy, Transport & Environment",4500534442,TN25
CREATIVE CONSULTANCY,Projects,"£4,608",Corporate Resources,4500535666,SG14
CREATIVE CONSULTANCY,Corporate Communications,"£2,592",Governance & Community Services,4500538082,SG14
CAROLINE MCLAUGHLIN,E Business,£600,Children's Services,4500527671,BN1 
CAROLINE MCLAUGHLIN,E Business,£600,Children's Services,4500534363,BN1 
CAROLINE MCLAUGHLIN,E Business,£600,Children's Services,4500539075,BN1 
PROFESSIONAL DRIVER SERVICES LTD,Road Safety,"£6,642","Economy, Transport & Environment",4500523407,CF63
PROFESSIONAL DRIVER SERVICES LTD,Road Safety,"£7,797","Economy, Transport & Environment",4500529131,CF63
PROFESSIONAL DRIVER SERVICES LTD,Road Safety,"£7,098","Economy, Transport & Environment",4500533501,CF63
PROFESSIONAL DRIVER SERVICES LTD,Road Safety,"£5,679","Economy, Transport & Environment",4500534238,CF63
CAPITA CONFERENCES,Core Services,£670,Children's Services,4500527986,SW1P
CAPITA CONFERENCES,Central GSSG,£840,Children's Services,4500537729,SW1P
ATKINS LTD,Projects,"£4,700",Corporate Resources,4500524194,WR5 
ATKINS LTD,Parking,"£9,346","Economy, Transport & Environment",4500526939,WR5 
ATKINS LTD,Parking,"£14,898","Economy, Transport & Environment",4500533451,WR5 
ATKINS LTD,Parking,"£13,920","Economy, Transport & Environment",4500534673,WR5 
AMEY PLC,Projects,£684,Corporate Resources,4500523412,BN7 
AMEY PLC,Planning,£817,"Economy, Transport & Environment",4500523645,BN7 
AMEY PLC,Highways Teams & Offices,"£4,347","Economy, Transport & Environment",4500524140,BN7 
AMEY PLC,Projects,"£3,081",Corporate Resources,4500524515,BN7 
AMEY PLC,Structures Works,"£1,094","Economy, Transport & Environment",4500527940,BN7 
AMEY PLC,Head Office,"£1,186","Economy, Transport & Environment",4500528066,BN7 
AMEY PLC,Highways Teams & Offices,"£1,674","Economy, Transport & Environment",4500528070,BN7 
AMEY PLC,Projects,£812,Corporate Resources,4500528167,BN7 
AMEY PLC,Projects,"£2,473",Corporate Resources,4500528625,BN7 
AMEY PLC,Projects,"£14,758",Corporate Resources,4500531318,BN7 
AMEY PLC,Highways Teams & Offices,"£3,456","Economy, Transport & Environment",4500533806,BN7 
AMEY PLC,Projects,£691,Corporate Resources,4500534235,BN7 
AMEY PLC,Projects,"£2,554",Corporate Resources,4500534255,BN7 
AMEY PLC,Projects,"£1,440",Corporate Resources,4500534257,BN7 
AMEY PLC,Projects,"£1,056",Corporate Resources,4500536132,BN7 
AMEY PLC,Structures Works,"£1,560","Economy, Transport & Environment",4500536444,BN7 
SAMA ORGANISATION LTD,External Funds,£508,Children's Services,4500528489,BN10
ARCHAEOLOGY SOUTH EAST,Projects,"£1,770",Corporate Resources,4500530520,BN41
ARCHAEOLOGY SOUTH EAST,Projects,"£1,920",Corporate Resources,4500535636,BN41
ARCHAEOLOGY SOUTH EAST,Projects,"£2,100",Corporate Resources,4500536433,BN41
ARCHAEOLOGY SOUTH EAST,Projects,"£1,776",Corporate Resources,4500541467,BN41
WESTHAM & PEV LOCAL TRANS  PRTNSP,Passenger Services,£540,"Economy, Transport & Environment",3000270801,BN24
WESTHAM & PEV LOCAL TRANS  PRTNSP,Passenger Services,£540,"Economy, Transport & Environment",3000270857,BN24
WESTHAM & PEV LOCAL TRANS  PRTNSP,Passenger Services,£617,"Economy, Transport & Environment",3000275131,BN24
WESTHAM & PEV LOCAL TRANS  PRTNSP,Passenger Services,£629,"Economy, Transport & Environment",3000275164,BN24
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£3,283","Economy, Transport & Environment",7000778379,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£2,775","Economy, Transport & Environment",7000778381,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£2,014","Economy, Transport & Environment",7000778382,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£2,789","Economy, Transport & Environment",7000778383,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£3,458","Economy, Transport & Environment",7000778384,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£2,030","Economy, Transport & Environment",7000778385,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£1,898","Economy, Transport & Environment",7000778386,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£3,477","Economy, Transport & Environment",7000778387,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£1,183","Economy, Transport & Environment",7000778388,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£2,323","Economy, Transport & Environment",7000778389,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£3,420","Economy, Transport & Environment",7000778390,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£2,430","Economy, Transport & Environment",7000778391,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£1,548","Economy, Transport & Environment",7000778392,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£2,436","Economy, Transport & Environment",7000778393,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£3,538","Economy, Transport & Environment",7000778797,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£1,781","Economy, Transport & Environment",7000778799,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,£906,"Economy, Transport & Environment",7000781272,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£2,419","Economy, Transport & Environment",7000782608,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£2,793","Economy, Transport & Environment",7000782610,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£2,601","Economy, Transport & Environment",7000782612,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£1,791","Economy, Transport & Environment",7000782613,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£2,097","Economy, Transport & Environment",7000782614,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£2,717","Economy, Transport & Environment",7000782615,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£1,692","Economy, Transport & Environment",7000782616,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£1,687","Economy, Transport & Environment",7000782617,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£2,745","Economy, Transport & Environment",7000782618,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£1,834","Economy, Transport & Environment",7000782619,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£2,700","Economy, Transport & Environment",7000782620,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£2,025","Economy, Transport & Environment",7000782621,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£2,166","Economy, Transport & Environment",7000782623,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,£672,"Economy, Transport & Environment",7000784291,BN22
RELIANCE (SOUTHERN) LTD,Education HTS Transport,"£1,102","Economy, Transport & Environment",7000784506,BN22
CALFORD SEADEN (HEALTH AND SAFETY),Projects,"£4,116",Corporate Resources,4500536663,BR6 
CALFORD SEADEN (HEALTH AND SAFETY),Projects,"£7,452",Corporate Resources,4500538789,BR6 
192BUSINESS LTD,Libraries,"£1,913",Governance & Community Services,4500536545,SW6 
DOMLUCA,Other Meals,£581,Children's Services,4500532460,BN11
DOMLUCA,Other Meals,£540,Children's Services,4500532463,BN11
UNISERVITY LIMITED,East Sussex Music Service,£949,Children's Services,4500530309,RG1 
UNISERVITY LIMITED,Libraries & Information Services,£722,Governance & Community Services,4500532704,RG1 
UNISERVITY LIMITED,E Business,"£1,697",Children's Services,4500535310,RG1 
UNISERVITY LIMITED,Grants,"£4,794",Children's Services,4500536108,RG1 
LANODE LTD,Projects,"£1,788",Corporate Resources,4500525635,GU16
LANODE LTD,Projects,"£1,788",Corporate Resources,4500536734,GU16
BIOSHUTTLES,Education HTS Transport,"£1,980","Economy, Transport & Environment",7000778377,TN6 
BIOSHUTTLES,Education HTS Transport,"£1,500","Economy, Transport & Environment",7000784505,TN6 
EASTBOURNE SENIORS' FORUM,Other Older People's Services,"£1,184",Adult Social Care,4500537526,BN23
ES& BH CROSS ROADS,DPS Commissioning,"£3,132",Adult Social Care,4500535007,TN34
ROADRUNNERS (EG) LTD,Education HTS Transport,"£3,511","Economy, Transport & Environment",7000775607,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£1,630","Economy, Transport & Environment",7000775608,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£2,052","Economy, Transport & Environment",7000775609,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£2,212","Economy, Transport & Environment",7000775610,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£2,166","Economy, Transport & Environment",7000775611,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£2,964","Economy, Transport & Environment",7000775612,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£1,824","Economy, Transport & Environment",7000775613,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£2,850","Economy, Transport & Environment",7000775614,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£3,762","Economy, Transport & Environment",7000775615,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£2,280","Economy, Transport & Environment",7000775616,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£1,938","Economy, Transport & Environment",7000775617,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£3,466","Economy, Transport & Environment",7000775618,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£3,920","Economy, Transport & Environment",7000775620,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£2,040","Economy, Transport & Environment",7000775621,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£3,192","Economy, Transport & Environment",7000775622,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£2,268","Economy, Transport & Environment",7000775623,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£2,508","Economy, Transport & Environment",7000775624,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£3,708","Economy, Transport & Environment",7000775625,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£2,280","Economy, Transport & Environment",7000775626,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£3,876","Economy, Transport & Environment",7000775627,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£18,827","Economy, Transport & Environment",7000775629,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£12,878","Economy, Transport & Environment",7000775630,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£11,083","Economy, Transport & Environment",7000775631,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£23,382","Economy, Transport & Environment",7000781255,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£9,162","Economy, Transport & Environment",7000781256,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,£925,"Economy, Transport & Environment",7000781257,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£2,816","Economy, Transport & Environment",7000781330,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£2,052","Economy, Transport & Environment",7000781331,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£2,212","Economy, Transport & Environment",7000781332,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£2,808","Economy, Transport & Environment",7000781333,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£1,728","Economy, Transport & Environment",7000781334,RH6 
ROADRUNNERS (EG) LTD,Education HTS Transport,"£2,850","Economy, Transport & Environment",7000781335,RH6 
